Product_Code,Warehouse,mean_demand,sigma,SS,ROP
Product_0002,Whse_C,3487.5,2392.52977368072,5574.594372676078,9062.094372676078
Product_0003,Whse_S,415.0,596.8077472515644,1390.562051096145,1805.562051096145
Product_0005,Whse_J,600.0,429.6689244236597,1001.1285939071271,1601.1285939071272
Product_0012,Whse_S,20145.833333333332,14233.597627389912,33164.2824718185,53310.11580515183
Product_0024,Whse_J,10534.883720930233,11260.125257717635,26236.09185048209,36770.975571412324
Product_0029,Whse_J,282.05128205128204,224.6304507545845,523.3889502581819,805.4402323094639
Product_0031,Whse_S,3493.3333333333335,6246.431708656478,14554.185881169595,18047.51921450293
Product_0034,Whse_S,2430.769230769231,1734.0481760675154,4040.332250237311,6471.101481006543
Product_0036,Whse_C,1543.4782608695652,1380.9832093497475,3217.6908777849117,4761.169138654477
Product_0039,Whse_J,565.1162790697674,476.53697249767896,1110.331145919592,1675.4474249893594
Product_0040,Whse_J,602.3255813953489,559.9695451297938,1304.7290401524197,1907.0546215477684
Product_0041,Whse_J,353.125,281.6820158698743,656.3190969768071,1009.4440969768071
Product_0042,Whse_J,430.0,384.44098610173165,895.7474976170348,1325.7474976170347
Product_0044,Whse_C,3777.777777777778,2108.1851067789194,4912.071298794882,8689.84907657266
Product_0045,Whse_J,1300.0,1192.895636675732,2779.446833454456,4079.446833454456
Product_0046,Whse_J,1121.0526315789473,1126.8607182061724,2625.5854734203817,3746.638104999329
Product_0048,Whse_J,73.27586206896552,64.75607889375777,150.8816638224556,224.15752589142113
Product_0049,Whse_J,475.0,552.7321417403012,1287.8658902549018,1762.8658902549018
Product_0050,Whse_S,4425.0,7344.959511975416,17113.75566290272,21538.75566290272
Product_0056,Whse_J,1029.7297297297298,1137.4593679836717,2650.280327401955,3680.0100571316852
Product_0057,Whse_J,10.692307692307692,8.838176300792298,20.592950780846056,31.285258473153746
Product_0058,Whse_J,28.609756097560975,34.93198967191855,81.39153593557023,110.00129203313121
Product_0059,Whse_J,5.5675675675675675,5.550478160285635,12.93261411346553,18.500181681033098
Product_0060,Whse_J,11.605263157894736,16.643381078154164,38.779077912099204,50.38434106999394
Product_0061,Whse_J,965.7894736842105,818.461416082598,1907.0150994724534,2872.804573156664
Product_0063,Whse_S,37952.380952380954,46013.75848376826,107212.05726718005,145164.438219561
Product_0064,Whse_S,137431.81818181818,122782.35569916363,286082.88877905125,423514.70696086943
Product_0069,Whse_J,2009.6774193548388,2462.9731137671365,5738.727355077428,7748.404774432267
Product_0071,Whse_C,189767.44186046513,275133.9792424343,641062.171634872,830829.6134953371
Product_0071,Whse_S,34930.232558139534,37081.88837131577,86400.79990516575,121331.03246330528
Product_0072,Whse_J,46142.857142857145,37533.281934134844,87452.54690653419,133595.40404939133
Product_0075,Whse_A,3.3548387096774195,3.4307276885696236,7.9935955143672235,11.348434224044643
Product_0076,Whse_J,500.0,339.54987505086615,791.1512088685181,1291.151208868518
Product_0077,Whse_S,86825.0,111921.87923405349,260777.97861534462,347602.9786153446
Product_0078,Whse_A,5839.285714285715,6129.4274571432,14281.565975143656,20120.85168942937
Product_0078,Whse_J,2814.705882352941,3906.880671013655,9103.031963461817,11917.737845814758
Product_0081,Whse_A,2766.6666666666665,2896.1726626625737,6748.082304003797,9514.748970670464
Product_0081,Whse_J,2602.777777777778,2462.4594106718487,5737.530426865407,8340.308204643185
Product_0082,Whse_S,33289.47368421053,54444.57032205638,126855.84885039137,160145.3225346019
Product_0088,Whse_J,1000.0,1146.7344941179715,2671.891371294874,3671.891371294874
Product_0091,Whse_A,3353.846153846154,5016.3118538807585,11688.006619542168,15041.852773388322
Product_0094,Whse_S,69942.85714285714,79374.16247159542,184941.79855881733,254884.65570167446
Product_0097,Whse_A,7755.555555555556,12976.207776310004,30234.56411880231,37990.11967435787
Product_0097,Whse_J,1810.5263157894738,2071.471494384314,4826.528581915452,6637.054897704926
Product_0100,Whse_C,23457.894736842107,42129.06572939713,98160.72314949532,121618.61788633742
Product_0106,Whse_S,148.57142857142858,282.39486033364193,657.9800245773857,806.5514531488143
Product_0107,Whse_J,8769.23076923077,6907.134139734909,16093.622545582339,24862.85331481311
Product_0108,Whse_J,38823.529411764706,35740.19940952263,83274.66462418773,122098.19403595245
Product_0110,Whse_S,817.5,1504.7152271754337,3505.9864793187608,4323.486479318761
Product_0112,Whse_S,662.2702702702703,1085.84285359471,2530.0138488756743,3192.2841191459447
Product_0113,Whse_J,3261.904761904762,3131.73780020695,7296.949074482193,10558.853836386956
Product_0116,Whse_C,261.5,281.73680727130517,656.446760942141,917.946760942141
Product_0116,Whse_J,38.75,67.62765706425145,157.5724409597059,196.3224409597059
Product_0118,Whse_S,332.7391304347826,276.0310316518464,643.1523037488021,975.8914341835847
Product_0119,Whse_A,19.47826086956522,17.172572119562666,40.012093038581014,59.49035390814623
Product_0119,Whse_J,25.28,23.726778120933318,55.283393021774636,80.56339302177463
Product_0121,Whse_A,359.2857142857143,627.9715422212389,1463.1736933754867,1822.4594076612009
Product_0125,Whse_C,4.846153846153846,4.192300635138732,9.768060479873247,14.614214326027092
Product_0125,Whse_S,17.391304347826086,14.164867745971707,33.00414184811408,50.39544619594017
Product_0129,Whse_J,3548.3870967741937,8717.181156304368,20311.03209418918,23859.419190963374
Product_0130,Whse_S,203.4516129032258,230.09053851468659,536.1109547392198,739.5625676424456
Product_0131,Whse_S,212.66666666666666,205.18968545602837,478.0919671125461,690.7586337792128
Product_0132,Whse_A,152.44117647058823,178.86124487933682,416.7467005688548,569.187877039443
Product_0133,Whse_A,34.06976744186046,29.69078368212794,69.1795259793581,103.24929342121857
Product_0134,Whse_A,31.05128205128205,33.0986950911081,77.11995956228188,108.17124161356392
Product_0135,Whse_A,12.35,12.990233017392486,30.267242930524493,42.61724293052449
Product_0137,Whse_A,51.80769230769231,60.90912524787677,141.9182618275529,193.72595413524522
Product_0140,Whse_A,267.1707317073171,354.0072670468097,824.8369322190666,1092.0076639263837
Product_0140,Whse_S,423.2692307692308,548.7069569591629,1278.4872097148495,1701.7564404840803
Product_0142,Whse_J,141.4090909090909,466.37177680380074,1086.6462399528557,1228.0553308619467
Product_0143,Whse_S,8175.0,6480.295577304385,15099.088695119217,23274.088695119215
Product_0144,Whse_C,550.0,793.9676412704837,1849.944604160227,2399.944604160227
Product_0148,Whse_A,3.64,3.039736830714133,7.08258681556393,10.72258681556393
Product_0149,Whse_A,22.733333333333334,50.102607360972904,116.73907515106687,139.4724084844002
Product_0150,Whse_J,48.07142857142857,232.37295431153424,541.4289835458748,589.5004121173033
Product_0151,Whse_A,14.166666666666666,16.092584142014484,37.49572105089375,51.662387717560414
Product_0151,Whse_S,21.78048780487805,24.196603268973472,56.37808561670819,78.15857342158624
Product_0152,Whse_J,39.91891891891892,65.01212638098046,151.47825446768448,191.3971733866034
Product_0153,Whse_S,1595.2790697674418,1597.6645950765194,3722.5585065282903,5317.837576295732
Product_0154,Whse_S,1614.8,1250.0843716980212,2912.6965860563896,4527.49658605639
Product_0156,Whse_J,8.7,8.785371854434485,20.46991642083235,29.16991642083235
Product_0158,Whse_S,1737.4130434782608,1168.5625086896189,2722.750645246812,4460.1636887250725
Product_0159,Whse_S,541.5,411.3156146850262,958.3653822161111,1499.8653822161111
Product_0160,Whse_J,21.825,65.60131623914029,152.85106683719687,174.67606683719686
Product_0161,Whse_J,50.542857142857144,90.66886840299152,211.25846337897025,261.8013205218274
Product_0162,Whse_S,452.85714285714283,607.4268628635244,1415.304590472012,1868.161733329155
Product_0163,Whse_J,24.166666666666668,44.43135072824404,103.52504719680861,127.69171386347529
Product_0164,Whse_J,15.34375,19.767371902594533,46.05797653304526,61.40172653304526
Product_0165,Whse_J,28.675675675675677,25.353121716679798,59.07277359986393,87.7484492755396
Product_0166,Whse_S,784.9666666666667,1090.5772430178918,2541.044976231688,3326.0116428983547
Product_0167,Whse_J,50.095238095238095,120.64578460362739,281.1046781264518,331.1999162216899
Product_0169,Whse_A,55.30952380952381,55.7977567934621,130.0087733287667,185.31829713829052
Product_0170,Whse_J,12.222222222222221,13.840130286569067,32.24750356770593,44.46972578992815
Product_0172,Whse_S,73.26315789473684,79.79117481869388,185.91343732755672,259.17659522229354
Product_0176,Whse_J,374.4186046511628,297.68393534067536,693.6035693437736,1068.0221739949366
Product_0177,Whse_J,347.72727272727275,280.77023326923995,654.1946435173292,1001.9219162446019
Product_0178,Whse_S,2404.775,1826.0370637895971,4254.666358629762,6659.441358629761
Product_0182,Whse_J,332.2325581395349,404.88174859247493,943.3744742204666,1275.6070323600015
Product_0191,Whse_A,260.2608695652174,186.47459580121648,434.4858082168344,694.7466777820518
Product_0192,Whse_C,1444.6511627906978,2545.635096018663,5931.329773723484,7375.980936514182
Product_0198,Whse_J,153.97297297297297,279.37096867451737,650.9343570116255,804.9073299845984
Product_0200,Whse_J,2152.095238095238,8744.421941470813,20374.503123626997,22526.598361722234
Product_0203,Whse_A,606.25,538.4777927949614,1254.65325721226,1860.90325721226
Product_0204,Whse_C,1688.3684210526317,2754.6981432812995,6418.446673845428,8106.81509489806
Product_0204,Whse_S,2334.3333333333335,2198.7251560976733,5123.029613707579,7457.362947040912
Product_0205,Whse_A,335.16279069767444,396.218790583024,923.1897820584459,1258.3525727561203
Product_0206,Whse_J,58.0,76.36753236814714,177.93635041778285,235.93635041778285
Product_0206,Whse_S,4498.413043478261,5667.255908878209,13204.706267686228,17703.11931116449
Product_0207,Whse_A,1368.0,1404.6707799338603,3272.8829172458945,4640.8829172458945
Product_0208,Whse_A,171.53658536585365,248.01442473785426,577.8736096392005,749.4101950050541
Product_0208,Whse_C,953.5555555555555,1288.7255597115966,3002.7305541280202,3956.286109683576
Product_0208,Whse_S,1613.340909090909,2156.219181843069,5023.990693694351,6637.33160278526
Product_0209,Whse_S,2290.125,1625.6512753813274,3787.767471638493,6077.892471638494
Product_0211,Whse_S,2077.3695652173915,2914.1336914248777,6789.931501019965,8867.301066237356
Product_0213,Whse_S,3813.1041666666665,2886.4158312032187,6725.348886703499,10538.453053370165
Product_0214,Whse_S,6580.895833333333,5886.70775756373,13716.029075123492,20296.924908456826
Product_0215,Whse_C,4835.166666666667,4114.2626931359255,9586.232075006707,14421.398741673373
Product_0216,Whse_J,136.38095238095238,299.92242512315374,698.8192505369483,835.2002029179007
Product_0217,Whse_S,2172.8444444444444,2083.23476566826,4853.937004007046,7026.781448451491
Product_0219,Whse_S,2957.3260869565215,2697.7809898288865,6285.829706301306,9243.155793257827
Product_0221,Whse_S,2404.133333333333,1793.2570748120957,4178.288984312183,6582.422317645516
Product_0224,Whse_S,2956.723404255319,3264.6265962795783,7606.5799693314175,10563.303373586736
Product_0225,Whse_S,1093.1944444444443,2125.6651909386514,4952.799894887058,6045.9943393315025
Product_0226,Whse_A,538.2380952380952,741.4534444054283,1727.586525464648,2265.8246207027432
Product_0226,Whse_C,2428.0625,2964.870915293757,6908.149232634454,9336.211732634454
Product_0226,Whse_J,305.7857142857143,825.6479653688791,1923.7597593094883,2229.5454735952026
Product_0227,Whse_J,81.92307692307692,112.28639207915556,261.62729354443246,343.55037046750937
Product_0227,Whse_S,619.1315789473684,1053.0994966225314,2453.7218271304982,3072.8534060778666
Product_0228,Whse_S,1351.5588235294117,1462.0855215043043,3406.659265105029,4758.218088634441
Product_0229,Whse_C,692.625,842.3956216252154,1962.781798386752,2655.4067983867517
Product_0229,Whse_J,271.8125,1073.2625700893695,2500.7017883082312,2772.5142883082312
Product_0229,Whse_S,535.2972972972973,567.5987855707423,1322.5051703798295,1857.8024676771267
Product_0230,Whse_J,124.3170731707317,162.22306232844798,377.97973522528383,502.29680839601554
Product_0231,Whse_A,279.2903225806452,364.6367318805926,849.6035852817809,1128.893907862426
Product_0231,Whse_J,41.2962962962963,74.21891466093597,172.9300711599808,214.2263674562771
Product_0231,Whse_S,707.9375,771.9689086794506,1798.68755722312,2506.62505722312
Product_0246,Whse_A,195.55555555555554,169.64399478708424,395.2705078539063,590.8260634094618
Product_0247,Whse_A,143.57142857142858,130.06549491326655,303.05260314791104,446.62403171933965
Product_0250,Whse_C,3122.6,5398.87063035718,12579.368568732229,15701.968568732229
Product_0250,Whse_S,1273.6363636363637,1312.5420585227434,3058.2229963579925,4331.859359994356
Product_0252,Whse_J,1214.078947368421,2237.7973772678724,5214.067889034143,6428.146836402564
Product_0253,Whse_J,487.8809523809524,697.1548171966784,1624.3707240682609,2112.2516764492134
Product_0254,Whse_J,278.7037037037037,293.04014096455154,682.7835284474052,961.4872321511089
Product_0255,Whse_J,200.3170731707317,295.2047966263751,687.8271761394541,888.1442493101858
Product_0260,Whse_J,29.11904761904762,37.96545437499881,88.45950869374722,117.57855631279484
Product_0261,Whse_J,50.97560975609756,64.1593671278318,149.4913254078481,200.46693516394566
Product_0262,Whse_J,8.972222222222221,10.879826971079774,25.349996842615877,34.322219064838094
Product_0268,Whse_J,4.023809523809524,3.4250732250537728,7.980420614375291,12.004230138184814
Product_0271,Whse_J,5.0,4.419209404939518,10.296757913509078,15.296757913509078
Product_0272,Whse_A,146.89655172413794,150.19281531883945,349.9492596928959,496.8458114170338
Product_0273,Whse_A,420.3030303030303,414.8228902833477,966.5373343602001,1386.8403646632305
Product_0274,Whse_A,270.64516129032256,304.7068042547455,709.9668539135571,980.6120152038797
Product_0279,Whse_J,54.666666666666664,62.54902838878436,145.73923614586755,200.4059028125342
Product_0285,Whse_J,172.96296296296296,213.71826916643926,497.9635671578035,670.9265301207664
Product_0287,Whse_S,2904.1666666666665,3394.4007921264474,7908.9538456546225,10813.12051232129
Product_0294,Whse_A,129.27906976744185,159.85265917942408,372.4566958880581,501.73576565549996
Product_0295,Whse_A,82.1875,90.30704568304735,210.41541644150033,292.6029164415003
Product_0295,Whse_J,8.272727272727273,4.518648229081549,10.528450373760009,18.801177646487282
Product_0296,Whse_J,53.371428571428574,56.956684116495225,132.70907399143388,186.08050256286245
Product_0298,Whse_J,94.52777777777777,132.4348866664264,308.5732859327735,403.1010637105513
Product_0300,Whse_A,242.8409090909091,306.7269783011579,714.6738594416979,957.514768532607
Product_0300,Whse_J,88.75,90.8181070680763,211.6061894686178,300.3561894686178
Product_0301,Whse_S,1380.2894736842106,1506.183882171506,3509.408445459609,4889.6979191438195
Product_0302,Whse_A,44.916666666666664,63.64785935127748,148.29951228847654,193.2161789551432
Product_0302,Whse_J,125.91304347826087,149.10975611135888,347.4257317394662,473.33877521772706
Product_0304,Whse_C,140.88571428571427,234.04798042892222,545.3317943993887,686.217508685103
